latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2015-12-24,NaN,25.6,19.4,21.7,28.9,20.8,23.8,19.00,14.0
2015-12-25,NaN,26.3,19.1,22.4,29.6,21.1,24.8,6.30,13.7
2015-12-26,NaN,29.3,22.6,25.2,34.0,26.1,28.5,4.80,14.8
2015-12-27,NaN,28.6,20.4,23.5,32.8,19.9,25.1,21.60,20.5
2015-12-28,NaN,25.7,18.3,21.6,24.8,17.5,20.8,0.00,21.6
2015-12-29,NaN,24.4,17.6,21.1,23.4,17.2,20.4,0.30,20.3
2015-12-30,NaN,27.4,18.8,22.7,27.5,19.0,22.5,0.00,19.8
2015-12-31,NaN,26.4,18.1,22.1,26.1,18.3,21.9,0.00,19.9
2016-01-01,NaN,27.5,16.9,22.0,29.2,17.8,22.8,0.00,16.3
2016-01-02,NaN,27.6,18.8,22.5,31.0,20.4,23.9,0.00,16.8
2016-01-03,NaN,26.0,19.5,22.1,26.6,21.7,23.7,6.20,12.3
2016-01-04,NaN,24.5,20.3,22.1,26.4,23.0,24.9,41.70,12.2
2016-01-05,NaN,26.2,19.6,21.6,28.9,22.2,24.3,20.60,13.9
2016-01-06,NaN,32.1,20.2,25.8,34.6,23.3,28.4,0.10,12.7
2016-01-07,NaN,26.4,19.9,23.1,31.3,20.8,24.7,1.80,19.6
2016-01-08,NaN,27.3,18.4,22.7,30.5,20.3,24.2,0.00,17.4
2016-01-09,NaN,26.7,19.4,23.3,30.6,21.8,26.0,0.90,14.9
2016-01-10,NaN,27.8,19.5,23.5,31.9,21.8,26.1,0.30,14.1
2016-01-11,NaN,28.7,20.7,24.2,33.5,23.8,27.2,0.00,14.9
2016-01-12,NaN,31.1,21.6,25.3,36.8,24.9,29.0,0.00,15.3
2016-01-13,NaN,30.3,21.3,25.0,35.3,25.0,28.4,0.00,14.7
2016-01-14,NaN,29.5,20.5,24.7,33.9,23.5,27.6,0.00,14.3
2016-01-15,NaN,30.7,19.1,23.7,35.4,19.2,24.5,3.20,24.8
2016-01-16,NaN,24.8,19.3,21.6,23.7,19.1,21.0,0.90,20.0
2016-01-17,NaN,24.9,18.3,21.7,24.4,18.6,21.4,0.20,19.9
2016-01-18,NaN,25.6,17.9,22.2,27.6,19.0,22.9,0.00,13.8
2016-01-19,NaN,28.1,19.5,23.7,30.6,22.4,26.0,0.00,14.5
2016-01-20,NaN,30.0,19.3,24.1,35.0,21.4,26.2,0.00,18.3
2016-01-21,NaN,30.9,20.8,25.2,34.8,23.0,27.3,0.00,16.5
2016-01-22,NaN,32.1,22.7,26.6,36.1,24.9,28.9,0.00,16.9
2016-01-23,NaN,30.8,22.7,26.1,35.6,26.0,29.7,2.90,14.0
2016-01-24,NaN,28.5,22.1,25.1,31.3,26.0,28.1,0.50,16.4
2016-01-25,NaN,28.7,22.6,25.0,32.6,26.3,28.0,2.90,16.7
2016-01-26,NaN,26.9,20.9,23.6,29.0,23.3,25.7,2.70,17.2
2016-01-27,NaN,27.8,21.7,24.1,30.2,24.7,26.5,3.70,14.3
2016-01-28,NaN,29.5,22.3,24.5,33.4,26.2,28.5,6.70,11.6
2016-01-29,NaN,35.2,23.9,27.2,40.3,28.9,32.3,19.80,13.8
2016-01-30,NaN,28.4,22.6,25.2,33.4,25.7,29.6,40.90,15.9
2016-01-31,NaN,31.3,24.4,27.3,37.3,29.2,31.9,1.60,16.2
2016-02-01,NaN,35.4,24.4,29.0,40.1,27.6,33.1,0.40,13.0
2016-02-02,NaN,36.7,22.3,28.9,40.3,26.1,32.1,11.70,16.2
2016-02-03,NaN,32.7,24.1,26.8,40.3,29.0,32.0,18.40,11.0
2016-02-04,NaN,25.4,21.9,23.2,29.2,24.0,25.8,6.60,20.4
2016-02-05,NaN,26.1,22.1,23.9,27.7,23.4,25.2,0.30,20.6
2016-02-06,NaN,26.2,21.2,23.3,27.2,23.6,25.1,3.30,20.8
2016-02-07,NaN,27.1,19.6,23.4,28.9,20.9,24.7,0.50,19.8
2016-02-08,NaN,27.7,20.5,23.9,28.5,22.4,25.1,0.10,20.0
2016-02-09,NaN,28.2,20.8,23.9,29.0,21.4,24.5,0.00,22.0
2016-02-10,NaN,26.4,20.2,23.3,27.8,22.3,24.9,0.70,17.4
2016-02-11,NaN,27.4,20.3,23.5,29.3,21.9,25.1,1.10,18.3
2016-02-12,NaN,26.8,20.1,23.4,28.6,20.7,24.3,1.70,20.0
2016-02-13,NaN,25.6,19.7,22.9,26.6,20.8,24.2,1.40,21.8
2016-02-14,NaN,30.0,18.8,24.2,32.1,20.8,26.5,0.00,16.4
2016-02-15,NaN,31.9,19.8,25.3,35.2,22.7,28.4,0.00,15.1
2016-02-16,NaN,32.9,22.2,26.2,39.0,26.3,30.4,0.00,14.0
2016-02-17,NaN,30.7,23.0,25.8,35.6,27.5,29.7,0.10,17.6
2016-02-18,NaN,32.0,23.8,26.7,37.0,28.1,30.6,0.50,17.4
2016-02-19,NaN,28.9,23.3,25.7,34.0,27.0,29.3,1.30,16.0
2016-02-20,NaN,29.1,22.4,25.2,33.2,25.1,27.9,0.00,16.9
2016-02-21,NaN,28.7,22.4,25.1,30.6,24.1,26.3,0.00,21.5
2016-02-22,NaN,29.0,21.1,24.5,30.6,23.2,25.9,0.40,20.6
2016-02-23,NaN,28.0,20.9,24.0,29.6,23.1,25.5,0.30,18.5
2016-02-24,NaN,28.9,19.8,23.9,31.9,22.3,26.2,0.00,14.2
2016-02-25,NaN,30.0,19.9,24.4,33.3,22.5,27.0,0.00,14.5
2016-02-26,NaN,31.5,21.9,25.6,36.7,23.3,28.1,0.00,18.1
2016-02-27,NaN,32.0,23.3,26.9,33.9,25.9,28.5,0.00,19.9
2016-02-28,NaN,30.1,22.5,25.7,33.0,24.6,27.8,0.80,20.5
2016-02-29,NaN,29.0,22.4,24.9,30.9,24.7,26.8,1.10,19.6
2016-03-01,NaN,27.9,22.1,24.2,30.8,25.1,26.8,1.30,18.5
2016-03-02,NaN,27.8,22.1,24.5,31.5,25.8,27.7,2.90,17.3
2016-03-03,NaN,28.0,21.6,24.5,30.6,24.3,26.8,0.30,16.3
2016-03-04,NaN,26.6,20.7,23.5,28.1,22.6,24.9,0.40,15.3
2016-03-05,NaN,25.9,20.2,23.1,27.1,22.2,24.9,0.20,16.2
2016-03-06,NaN,28.6,21.5,24.2,30.7,24.6,26.5,3.30,15.5
2016-03-07,NaN,26.1,21.1,23.4,28.1,23.6,25.7,2.20,15.7
2016-03-08,NaN,27.8,21.4,23.9,32.0,24.2,26.9,3.20,14.4
2016-03-09,NaN,26.4,20.7,23.5,29.6,23.3,26.2,5.30,15.9
2016-03-10,NaN,28.2,21.7,24.5,31.4,25.0,27.6,2.50,15.7
2016-03-11,NaN,27.9,22.2,24.5,31.7,25.2,27.5,0.50,15.3
2016-03-12,NaN,28.8,22.1,24.5,31.3,24.6,26.6,1.10,19.2
2016-03-13,NaN,26.7,21.7,24.0,31.0,25.1,27.2,4.40,14.7
2016-03-14,NaN,27.9,20.9,24.1,30.9,23.6,26.6,0.00,14.9
2016-03-15,NaN,28.8,21.6,24.6,30.7,23.7,26.3,0.40,18.4
2016-03-16,NaN,27.6,21.2,23.6,30.8,23.5,25.8,5.00,17.7
2016-03-17,NaN,27.5,20.8,24.0,29.4,23.8,26.4,0.70,16.5
2016-03-18,NaN,28.4,22.3,25.1,31.4,26.4,28.4,0.00,13.0
2016-03-19,NaN,32.1,21.6,25.0,39.0,23.1,27.8,6.10,19.3
2016-03-20,NaN,26.7,20.0,22.9,29.2,21.3,24.4,1.40,15.5
2016-03-21,NaN,25.8,19.1,21.8,27.5,19.9,22.7,2.30,17.7
2016-03-22,NaN,26.5,18.4,22.0,28.6,20.1,23.6,0.50,11.5
2016-03-23,NaN,27.2,19.5,23.1,29.2,21.7,25.1,0.00,12.4
2016-03-24,NaN,26.8,19.0,22.9,29.5,21.2,25.1,0.30,14.4
2016-03-25,NaN,28.0,19.6,23.6,30.5,22.2,25.6,0.00,12.6
2016-03-26,NaN,29.4,20.0,23.8,33.6,23.0,26.6,8.40,15.0
2016-03-27,NaN,22.8,18.9,20.9,26.3,21.2,23.9,5.40,6.3
2016-03-28,NaN,26.0,19.2,22.7,29.7,22.1,25.8,0.60,12.1
2016-03-29,NaN,28.6,20.1,23.8,32.9,23.2,26.8,0.00,13.0
2016-03-30,NaN,29.2,19.0,24.0,33.2,21.5,27.4,0.60,6.3
2016-03-31,NaN,30.1,19.7,24.1,32.7,21.1,26.0,0.00,15.9
2016-04-01,NaN,27.1,19.7,23.2,29.4,22.5,25.6,0.00,11.3
2016-04-02,NaN,29.2,18.8,23.9,32.9,21.4,26.9,0.00,13.8
2016-04-03,NaN,28.5,20.2,23.8,31.8,22.3,26.1,0.20,16.7
2016-04-04,NaN,27.0,19.2,22.9,27.3,20.1,23.6,0.90,19.0
2016-04-05,NaN,27.7,19.2,22.8,28.4,20.4,23.5,0.00,16.9
2016-04-06,NaN,26.7,17.0,22.3,28.1,18.6,24.0,0.10,11.4
2016-04-07,NaN,28.9,20.3,23.8,31.9,23.1,26.3,0.00,13.2
2016-04-08,NaN,27.2,20.1,23.5,29.3,23.2,25.9,0.00,10.5
2016-04-09,NaN,28.0,19.3,23.4,30.3,21.8,25.7,0.00,11.8
2016-04-10,NaN,29.4,20.4,24.1,31.7,23.4,26.6,0.00,14.1
2016-04-11,NaN,29.5,19.6,24.1,32.3,21.7,26.6,9.70,10.8
2016-04-12,NaN,25.3,19.1,21.5,27.4,19.9,23.0,5.10,16.7
2016-04-13,NaN,24.5,19.3,21.5,24.8,20.2,22.0,0.60,19.2
2016-04-14,NaN,23.9,17.0,20.7,24.4,16.4,20.6,0.70,20.9
2016-04-15,NaN,24.2,16.5,20.1,24.5,16.6,20.3,0.20,15.5
2016-04-16,NaN,24.7,17.2,20.8,25.5,18.3,22.0,0.30,12.6
2016-04-17,NaN,25.5,17.3,21.2,26.7,17.5,22.2,0.30,11.9
2016-04-18,NaN,24.0,16.0,20.1,25.5,16.9,21.4,0.90,11.2
2016-04-19,NaN,25.4,17.2,21.0,27.4,18.4,22.5,0.00,11.3
2016-04-20,NaN,25.8,18.1,21.5,27.3,19.5,23.0,0.40,12.8
2016-04-21,NaN,25.2,18.6,21.5,27.3,20.7,23.7,1.20,9.9
2016-04-22,NaN,26.3,18.5,22.1,29.4,20.2,24.4,0.20,10.5
2016-04-23,NaN,26.4,17.5,21.4,28.1,14.8,20.4,0.00,17.7
2016-04-24,NaN,25.4,17.5,20.8,23.4,16.3,19.3,0.00,23.8
2016-04-25,NaN,24.3,18.9,21.1,21.3,18.4,19.8,0.00,25.4
2016-04-26,NaN,24.3,18.4,21.1,22.6,18.7,20.6,0.00,23.7
2016-04-27,NaN,24.6,17.7,20.4,23.2,18.9,21.1,0.80,19.6
2016-04-28,NaN,24.3,17.8,21.0,25.7,18.9,22.2,0.80,14.5
2016-04-29,NaN,25.0,19.1,21.8,26.1,21.9,24.0,1.50,12.7
2016-04-30,NaN,25.0,20.5,22.2,28.0,23.8,25.4,0.70,11.2
2016-05-01,NaN,26.9,19.8,22.4,30.7,22.8,26.0,0.30,6.0
2016-05-02,NaN,27.8,19.9,22.7,30.6,23.0,25.9,22.80,10.4
2016-05-03,NaN,27.9,17.5,22.6,28.7,18.0,23.7,0.00,10.1
2016-05-04,NaN,26.8,15.9,20.8,27.3,16.4,21.3,0.00,13.0
2016-05-05,NaN,25.7,15.9,20.3,26.7,17.0,21.6,0.00,10.5
2016-05-06,NaN,25.4,17.1,20.7,27.1,18.2,22.3,0.00,9.9
2016-05-07,NaN,24.9,16.8,20.4,25.5,17.5,21.4,0.00,10.9
2016-05-08,NaN,25.5,18.5,21.7,26.7,20.9,23.7,0.00,11.6
2016-05-09,NaN,25.9,19.5,22.5,27.0,21.3,24.1,0.00,14.3
2016-05-10,NaN,27.2,18.4,22.1,28.0,16.1,21.2,0.00,18.4
2016-05-11,NaN,24.6,12.1,18.3,22.6,8.7,16.5,0.00,14.8
2016-05-12,NaN,25.3,11.9,18.0,22.9,10.7,16.1,0.00,14.6
2016-05-13,NaN,25.1,14.0,19.1,25.9,14.2,19.6,0.00,9.2
2016-05-14,NaN,24.5,13.3,19.1,24.9,13.3,19.5,0.00,9.8
2016-05-15,NaN,24.6,12.9,18.9,25.2,12.7,19.3,0.00,10.2
2016-05-16,NaN,26.0,13.5,19.2,26.5,13.8,19.8,0.00,9.7
2016-05-17,NaN,25.6,14.5,19.7,26.3,15.4,20.7,0.00,10.7
2016-05-18,NaN,26.1,15.2,20.0,27.6,16.1,21.4,0.00,11.5
2016-05-19,NaN,26.9,13.3,19.8,28.0,11.8,20.7,0.00,7.6
2016-05-20,NaN,25.7,15.3,19.9,25.1,15.0,20.0,0.00,11.8
2016-05-21,NaN,24.9,18.0,20.8,24.0,18.9,21.2,0.00,16.5
2016-05-22,NaN,23.9,14.3,19.2,24.2,15.0,19.9,0.20,10.8
2016-05-23,NaN,26.7,15.5,20.6,27.2,14.8,20.9,0.00,12.7
2016-05-24,NaN,25.1,10.4,18.0,23.4,7.8,16.1,0.00,10.9
2016-05-25,NaN,24.2,11.2,17.1,22.3,9.6,15.9,0.00,8.4
2016-05-26,NaN,28.4,18.7,22.0,26.6,18.5,21.2,0.30,15.5
2016-05-27,NaN,24.4,12.8,18.5,21.8,10.1,15.7,0.00,22.7
2016-05-28,NaN,22.3,11.8,17.0,18.3,8.8,13.4,0.00,20.2
2016-05-29,NaN,21.4,8.9,15.0,19.5,6.9,13.2,0.00,10.0
2016-05-30,NaN,21.7,11.6,16.8,20.5,10.7,15.9,0.00,8.9
2016-05-31,NaN,21.7,14.4,17.5,20.0,13.8,16.6,0.00,11.4
2016-06-01,NaN,19.9,14.1,16.7,19.1,13.9,16.4,5.30,14.1
2016-06-02,NaN,18.0,14.0,15.9,18.9,14.2,16.5,1.50,11.7
2016-06-03,NaN,19.5,17.2,18.3,20.5,17.7,18.9,45.20,20.9
2016-06-04,NaN,19.8,13.7,16.6,21.4,10.6,15.8,35.30,23.0
2016-06-05,NaN,15.9,13.2,14.9,12.5,9.3,11.1,0.20,28.0
2016-06-06,NaN,17.1,10.8,14.1,13.8,8.4,11.1,0.00,25.0
2016-06-07,NaN,19.2,10.1,14.7,16.0,8.5,12.4,0.00,18.2
2016-06-08,NaN,21.5,11.3,15.9,20.4,9.8,14.9,0.00,9.0
2016-06-09,NaN,25.5,15.8,19.6,25.9,12.8,19.0,0.00,18.3
2016-06-10,NaN,23.1,11.0,16.3,21.2,9.5,14.8,0.00,15.2
2016-06-11,NaN,21.1,12.4,16.2,21.4,11.4,15.4,0.00,15.2
2016-06-12,NaN,18.9,15.6,16.8,16.7,13.7,15.1,0.00,22.1
2016-06-13,NaN,19.8,15.8,17.5,17.8,15.3,16.3,0.80,22.2
2016-06-14,NaN,20.0,14.5,17.0,19.1,14.3,16.6,0.30,17.7
2016-06-15,NaN,20.5,14.6,17.1,19.0,14.0,16.3,0.70,16.6
2016-06-16,NaN,18.7,12.0,16.2,19.0,11.6,16.2,1.60,12.7
2016-06-17,NaN,20.6,12.6,17.2,21.3,12.8,17.9,0.40,7.6
2016-06-18,NaN,22.4,17.3,19.3,23.6,18.7,20.6,4.90,20.1
2016-06-19,NaN,20.6,14.7,18.2,22.2,12.9,18.3,24.80,23.1
2016-06-20,NaN,19.4,12.9,15.9,15.7,10.2,13.1,0.00,22.9
2016-06-21,NaN,18.2,12.2,14.9,16.3,10.4,13.0,0.10,17.0
2016-06-22,NaN,20.7,14.4,16.7,18.5,13.3,15.4,1.10,17.3
2016-06-23,NaN,18.3,14.6,16.1,18.2,15.0,16.0,0.60,12.8
2016-06-24,NaN,21.6,9.3,15.2,19.2,6.5,11.8,0.00,26.2
2016-06-25,NaN,16.8,6.1,11.0,14.1,3.6,8.6,0.00,11.3
2016-06-26,NaN,17.0,12.4,14.0,15.6,11.4,13.1,2.60,9.5
2016-06-27,NaN,16.5,7.5,11.2,13.6,3.2,7.5,0.10,23.2
2016-06-28,NaN,18.0,7.2,11.9,15.0,4.8,9.1,0.00,17.1
2016-06-29,NaN,19.1,7.7,13.0,17.4,5.7,11.4,0.00,8.6
2016-06-30,NaN,19.2,10.9,15.2,19.0,9.6,14.7,0.00,9.4
2016-07-01,NaN,19.9,7.3,13.7,17.1,5.0,11.0,0.00,14.6
2016-07-02,NaN,18.8,7.1,12.8,17.7,5.1,11.4,0.00,8.7
2016-07-03,NaN,19.4,8.0,13.8,19.3,6.6,12.9,0.00,8.2
2016-07-04,NaN,20.5,13.4,16.6,19.6,12.7,16.4,6.60,11.2
2016-07-05,NaN,18.1,9.7,13.8,19.2,5.9,12.3,14.90,18.5
2016-07-06,NaN,15.8,10.5,12.5,11.2,7.0,8.6,0.00,23.6
2016-07-07,NaN,19.8,9.6,14.2,17.6,8.1,12.2,0.00,17.9
2016-07-08,NaN,21.3,8.9,15.0,20.2,7.6,13.5,0.00,17.0
2016-07-09,NaN,20.2,9.6,14.6,19.2,8.3,13.7,0.00,9.0
2016-07-10,NaN,20.6,11.2,15.6,20.3,10.6,15.5,0.00,9.0
2016-07-11,NaN,21.6,14.3,17.5,21.6,13.9,17.8,0.00,12.3
2016-07-12,NaN,23.3,14.1,18.5,23.9,11.0,18.1,0.00,15.8
2016-07-13,NaN,18.2,11.1,14.2,14.6,7.9,10.8,0.00,15.8
2016-07-14,NaN,17.0,11.5,13.6,15.1,9.8,11.9,0.30,11.0
2016-07-15,NaN,17.2,14.4,15.7,15.5,12.7,14.0,0.60,17.6
2016-07-16,NaN,16.7,14.8,15.5,17.2,13.8,15.0,12.20,15.3
2016-07-17,NaN,21.0,15.7,17.8,20.2,15.9,17.9,0.10,17.1
2016-07-18,NaN,21.0,13.5,17.6,21.8,14.0,18.6,0.70,10.4
2016-07-19,NaN,22.8,13.4,17.7,23.3,13.8,18.6,0.00,8.9
2016-07-20,NaN,22.3,15.3,18.4,23.2,15.5,19.3,0.40,11.8
2016-07-21,NaN,25.2,15.9,19.7,26.5,17.5,21.4,0.00,7.5
2016-07-22,NaN,26.7,19.0,21.6,28.5,18.9,22.6,0.00,15.0
2016-07-23,NaN,26.3,11.5,18.9,24.5,9.2,16.6,0.00,22.4
2016-07-24,NaN,20.2,11.8,15.5,18.9,8.9,13.8,0.00,13.2
2016-07-25,NaN,20.3,10.2,14.8,17.8,7.0,12.0,0.00,13.0
2016-07-26,NaN,21.0,13.5,16.1,18.6,10.2,13.5,0.00,13.9
2016-07-27,NaN,20.0,8.8,14.0,16.6,6.2,11.1,0.00,14.2
2016-07-28,NaN,20.6,8.5,14.8,20.2,6.9,13.9,0.00,7.7
2016-07-29,NaN,21.2,8.6,14.9,20.6,6.4,13.7,0.00,10.0
2016-07-30,NaN,21.0,9.1,15.1,20.1,7.7,13.9,0.00,8.6
2016-07-31,NaN,22.8,8.3,15.6,21.8,6.7,14.7,0.00,11.1
2016-08-01,NaN,23.0,12.4,17.0,22.2,11.7,16.5,0.00,11.8
2016-08-02,NaN,22.5,12.7,17.2,22.5,11.0,17.1,7.30,15.6
2016-08-03,NaN,18.7,11.2,14.2,15.7,7.3,10.8,2.90,25.9
2016-08-04,NaN,19.4,12.2,15.1,15.7,9.7,12.2,0.00,25.2
2016-08-05,NaN,18.3,11.1,14.3,15.2,9.1,12.2,0.00,20.9
2016-08-06,NaN,19.6,9.9,14.9,17.7,8.7,13.7,0.00,12.4
2016-08-07,NaN,20.1,11.4,15.2,19.6,10.4,14.5,0.00,11.6
2016-08-08,NaN,19.7,10.5,14.9,18.7,9.6,14.1,0.00,12.6
2016-08-09,NaN,20.3,10.6,15.5,20.3,9.8,14.8,0.00,10.5
2016-08-10,NaN,22.9,11.6,17.0,22.1,10.7,16.2,0.00,13.4
2016-08-11,NaN,23.1,11.4,16.7,23.1,10.8,16.6,4.10,9.4
2016-08-12,NaN,20.2,10.7,15.4,19.2,10.0,15.0,0.20,9.9
2016-08-13,NaN,22.1,10.8,16.1,21.0,9.1,15.2,0.00,8.2
2016-08-14,NaN,21.2,11.6,16.1,20.2,9.6,14.5,0.00,13.4
2016-08-15,NaN,20.6,13.7,16.9,18.5,12.7,15.5,0.00,18.4
2016-08-16,NaN,20.3,11.9,16.1,18.5,10.4,14.5,0.00,16.3
2016-08-17,NaN,20.8,12.1,16.3,19.6,11.9,15.6,0.70,13.0
2016-08-18,NaN,19.6,13.3,16.4,19.1,12.5,15.9,0.30,10.9
2016-08-19,NaN,21.2,14.5,17.5,19.2,14.4,16.9,0.00,13.6
2016-08-20,NaN,24.1,8.3,16.4,24.2,6.3,15.4,1.50,10.8
2016-08-21,NaN,21.3,12.0,16.8,21.1,11.8,16.6,0.00,10.9
2016-08-22,NaN,22.3,15.4,18.3,22.0,15.9,18.3,2.70,16.0
2016-08-23,NaN,22.4,15.6,19.0,23.6,16.1,20.1,30.20,15.9
2016-08-24,NaN,17.8,13.0,15.4,19.4,10.2,14.9,8.40,21.7
2016-08-25,NaN,19.6,9.1,14.0,16.7,6.1,10.7,0.00,22.3
2016-08-26,NaN,19.2,9.2,14.0,18.4,6.8,12.1,0.00,12.0
2016-08-27,NaN,20.1,8.1,13.9,18.1,6.3,12.2,0.00,10.5
2016-08-28,NaN,21.4,10.0,15.5,21.9,8.9,15.0,0.00,10.2
2016-08-29,NaN,22.4,13.5,17.4,23.2,13.6,17.5,0.00,13.8
2016-08-30,NaN,20.7,13.8,17.0,19.5,13.8,16.6,0.00,12.4
2016-08-31,NaN,20.8,13.7,17.3,20.6,13.9,17.5,0.00,13.5
2016-09-01,NaN,23.3,15.5,19.1,23.4,15.8,19.7,0.00,13.8
2016-09-02,NaN,24.1,17.0,20.2,23.7,15.9,19.8,7.30,23.0
2016-09-03,NaN,22.2,12.2,17.1,19.6,9.9,14.3,0.00,24.5
2016-09-04,NaN,23.1,12.8,17.4,23.2,11.5,16.6,0.00,13.7
2016-09-05,NaN,21.1,13.3,17.2,18.8,12.0,15.9,0.00,15.7
2016-09-06,NaN,20.9,14.4,17.5,19.3,14.5,17.0,0.40,15.5
2016-09-07,NaN,21.0,15.4,17.8,19.3,15.3,17.2,1.10,17.6
2016-09-08,NaN,22.1,14.8,18.2,21.8,14.6,17.9,1.20,16.8
2016-09-09,NaN,20.9,16.0,18.1,20.5,16.5,18.2,5.10,20.0
2016-09-10,NaN,22.3,12.6,17.6,22.9,11.3,18.0,16.60,17.1
2016-09-11,NaN,23.5,12.7,18.1,24.5,12.9,18.8,0.00,10.7
2016-09-12,NaN,22.6,16.5,19.2,23.6,18.0,20.1,0.10,13.2
2016-09-13,NaN,24.0,17.1,19.9,25.2,17.7,20.8,0.50,16.6
2016-09-14,NaN,24.4,18.5,20.8,24.2,19.6,21.4,1.10,18.7
2016-09-15,NaN,23.9,17.4,20.0,26.2,18.5,21.8,15.90,10.1
2016-09-16,NaN,23.1,13.1,18.5,23.0,12.4,17.6,0.00,21.0
2016-09-17,NaN,21.8,17.1,19.2,21.9,18.5,20.1,2.10,13.2
2016-09-18,NaN,22.1,15.6,19.1,23.8,13.1,19.4,3.90,17.9
2016-09-19,NaN,21.1,11.9,17.3,18.6,11.1,15.5,0.00,18.4
2016-09-20,NaN,23.4,16.5,19.3,24.3,17.9,20.2,0.40,12.1
2016-09-21,NaN,20.2,14.2,17.8,22.9,12.6,18.8,4.80,15.3
2016-09-22,NaN,22.9,13.0,17.7,21.4,10.8,15.6,0.00,20.5
2016-09-23,NaN,24.2,11.8,18.0,23.7,11.0,17.0,0.00,13.0
2016-09-24,NaN,25.5,13.5,18.7,27.6,13.7,19.3,0.00,12.1
2016-09-25,NaN,25.4,14.2,19.6,24.1,12.7,17.8,0.00,23.4
2016-09-26,NaN,25.5,14.1,19.1,27.0,11.6,18.1,0.00,13.6
2016-09-27,NaN,25.7,12.5,18.9,25.3,11.2,17.8,0.00,11.5
2016-09-28,NaN,25.5,16.9,19.8,27.5,15.9,19.7,0.10,18.6
2016-09-29,NaN,24.3,16.2,19.3,23.5,14.7,18.8,8.30,16.6
2016-09-30,NaN,23.7,12.0,17.6,20.6,9.2,14.7,0.00,24.8
2016-10-01,NaN,25.5,10.5,18.3,23.1,9.1,16.6,0.00,18.6
2016-10-02,NaN,27.4,17.3,20.8,28.8,17.7,20.9,0.30,15.4
2016-10-03,NaN,23.5,13.6,18.5,26.3,12.0,18.8,17.20,17.7
2016-10-04,NaN,24.8,12.7,18.3,23.7,10.4,16.4,0.00,14.8
2016-10-05,NaN,26.7,11.1,19.1,26.3,9.3,18.0,0.00,11.8
2016-10-06,NaN,27.2,12.6,19.9,28.2,12.4,19.9,0.00,13.7
2016-10-07,NaN,27.7,13.5,20.2,28.7,13.0,20.1,0.00,12.5
2016-10-08,NaN,30.6,15.8,22.3,32.0,15.5,23.1,0.00,20.2
2016-10-09,NaN,23.1,16.2,19.2,22.6,16.6,18.9,0.00,20.1
2016-10-10,NaN,26.0,16.5,20.6,28.4,16.5,21.2,0.00,14.4
2016-10-11,NaN,29.5,16.8,20.2,32.4,16.3,20.2,1.70,22.1
2016-10-12,NaN,21.5,14.1,18.4,21.2,13.6,18.4,1.40,14.4
2016-10-13,NaN,25.5,15.1,18.8,25.1,12.9,16.7,0.00,21.4
2016-10-14,NaN,20.6,12.9,17.1,18.7,11.6,14.9,0.00,19.5
2016-10-15,NaN,21.5,12.0,17.8,21.2,11.5,16.8,0.00,13.3
2016-10-16,NaN,24.2,16.4,20.2,23.8,16.2,19.3,0.00,19.3
2016-10-17,NaN,29.3,11.3,19.6,28.9,9.8,18.9,3.10,20.4
2016-10-18,NaN,25.2,12.9,19.4,26.3,12.7,19.4,0.00,13.4
2016-10-19,NaN,29.2,15.6,21.4,30.6,15.8,21.7,0.10,15.0
2016-10-20,NaN,24.8,18.1,20.9,27.1,19.2,21.9,1.60,15.2
2016-10-21,NaN,25.4,17.9,21.2,26.2,18.8,21.3,0.00,17.8
2016-10-22,NaN,29.1,14.8,20.8,30.3,14.0,21.3,3.90,14.4
2016-10-23,NaN,22.2,13.2,17.8,21.5,11.8,16.4,0.00,16.3
2016-10-24,NaN,24.1,13.8,19.1,25.1,13.8,18.8,0.10,14.8
2016-10-25,NaN,27.0,15.8,21.0,27.7,16.2,21.0,0.00,18.9
2016-10-26,NaN,28.7,17.1,22.1,30.5,17.3,22.3,0.00,19.7
2016-10-27,NaN,28.6,16.7,22.2,29.7,17.9,23.1,0.30,16.8
2016-10-28,NaN,27.6,18.5,22.5,28.8,20.2,23.6,0.00,16.4
2016-10-29,NaN,26.9,18.5,22.2,28.6,20.2,22.9,0.30,18.1
2016-10-30,NaN,27.7,19.7,23.1,28.8,20.1,23.3,0.00,17.8
2016-10-31,NaN,29.6,20.2,24.0,29.7,21.8,25.7,0.80,16.0
2016-11-01,NaN,28.0,16.1,21.8,31.7,13.9,22.7,5.20,10.5
2016-11-02,NaN,28.7,17.6,21.9,29.4,18.8,22.5,0.70,19.2
2016-11-03,NaN,25.0,18.8,21.8,26.7,20.0,22.6,0.60,15.7
2016-11-04,NaN,28.3,18.5,22.7,31.1,19.7,23.9,1.30,19.3
2016-11-05,NaN,33.9,17.5,25.5,33.3,17.4,25.6,0.00,11.3
2016-11-06,NaN,33.4,19.7,25.3,34.0,22.2,26.7,0.30,12.7
2016-11-07,NaN,27.6,21.4,24.0,30.4,23.4,25.7,0.00,17.8
2016-11-08,NaN,33.3,21.2,26.2,36.4,23.2,28.7,0.80,16.6
